time,aCtRgal_1@aero_fd_6dof_body
1.0,0.0
1.1000000000000003,0.029761904761904708
1.2000000000000006,0.05952380952380956
1.300000000000001,0.08928571428571441
1.4000000000000012,0.11904761904761925
1.5000000000000016,0.1488095238095241
1.6000000000000019,0.17857142857142896
1.7000000000000022,0.20833333333333384
1.8000000000000025,0.23809523809523864
1.9000000000000028,0.2678571428571435
2.000000000000003,0.2976190476190484
2.100000000000003,0.3273809523809533
2.2000000000000033,0.35714285714285815
2.3000000000000034,0.386904761904763
2.4000000000000035,0.4166666666666678
2.5000000000000036,0.44642857142857256
2.6000000000000036,0.47619047619047744
2.7000000000000037,0.5059523809523823
2.800000000000004,0.535714285714287
2.900000000000004,0.5654761904761918
3.000000000000004,0.5952380952380966
3.100000000000004,0.6250000000000013
3.200000000000004,0.6547619047619065
3.3000000000000043,0.6845238095238113
3.4000000000000044,0.7142857142857159
3.5000000000000044,0.7440476190476206
3.6000000000000045,0.7738095238095255
3.7000000000000046,0.8035714285714303
3.8000000000000047,0.833333333333335
3.900000000000005,0.8630952380952398
4.000000000000005,0.8928571428571447
4.100000000000006,0.9226190476190497
4.200000000000006,0.9523809523809547
4.300000000000007,0.9821428571428594
4.4000000000000075,1.0119047619047645
4.500000000000008,1.0416666666666694
4.6000000000000085,1.0714285714285743
4.700000000000009,1.1011904761904792
4.80000000000001,1.130952380952384
4.90000000000001,1.1607142857142891
5.000000000000011,1.190476190476194
5.100000000000011,1.220238095238099
5.200000000000012,1.250000000000004
5.300000000000012,1.2797619047619089
5.400000000000013,1.3095238095238138
5.500000000000013,1.3392857142857189
5.600000000000014,1.3690476190476237
5.700000000000014,1.3988095238095286
5.800000000000015,1.4285714285714337
5.9000000000000155,1.4583333333333386
6.000000000000016,1.4880952380952432
6.1000000000000165,1.5178571428571486
6.200000000000017,1.5476190476190534
6.300000000000018,1.5773809523809585
6.400000000000018,1.6071428571428632
6.500000000000019,1.6369047619047679
6.600000000000019,1.666666666666673
6.70000000000002,1.6964285714285778
6.80000000000002,1.726190476190483
6.900000000000021,1.7559523809523876
7.000000000000021,1.7857142857142922
7.100000000000022,1.8154761904761971
7.200000000000022,1.8452380952381022
7.300000000000023,1.8750000000000067
7.4000000000000234,1.9047619047619113
7.500000000000024,1.9345238095238162
7.6000000000000245,1.9642857142857209
7.700000000000025,1.9940476190476255
7.800000000000026,2.02380952380953
7.900000000000026,2.0535714285714346
8.000000000000027,2.0833333333333393
8.100000000000026,2.1130952380952435
8.200000000000026,2.1428571428571477
8.300000000000026,2.172619047619052
8.400000000000025,2.202380952380956
8.500000000000025,2.2321428571428603
8.600000000000025,2.261904761904765
8.700000000000024,2.291666666666669
8.800000000000024,2.321428571428573
8.900000000000023,2.3511904761904776
9.000000000000023,2.3809523809523823
9.100000000000023,2.4107142857142865
9.200000000000022,2.440476190476191
9.300000000000022,2.4702380952380962
9.400000000000022,2.5000000000000013
9.500000000000021,2.5297619047619064
9.600000000000021,2.559523809523812
9.70000000000002,2.589285714285717
9.80000000000002,2.619047619047623
9.90000000000002,2.648809523809529
10.0,2.6785714285714284
