Time,Target Pitch,Target Roll
0.000000,-1.000000,0.000000
0.100000,-1.000000,0.000000
0.200000,-1.000000,0.000000
0.300000,-1.000000,0.000000
0.400000,-1.000000,0.000000
0.500000,-1.000000,0.000000
0.600000,-1.000000,0.000000
1.000000,-1.000000,0.000000
5.000000,-1.000000,0.000000
18.800000,-1.000000,0.000000
38.900000,-1.000000,0.000000
